@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,3_clustered'

@attribute Instance_number numeric
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute African_American numeric
@attribute American_Alaskan_Native numeric
@attribute asian numeric
@attribute hispanic numeric
@attribute pacific_highlander numeric
@attribute 18_younger numeric
@attribute senior_citizen numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14}

@data
2486,LA,40.8,0.32,1.77,2.71,0.1,20.16,11.35,cluster5
2487,TX,0.1,2,0.8,50.8,0,23,18.6,cluster2
2488,WA,0.7,1.3,1.1,24.2,0.2,24.9,15.7,cluster13
2489,MS,63.99,0.16,0.6,1.95,0.05,25.45,12.85,cluster0
2490,NC,38.87,0.5,0.9,9.58,0.06,24.15,15.39,cluster5
2491,AZ,0.56,1.97,0.92,13.8,0.12,18.12,26.3,cluster14
2492,KS,2.2,1.1,1.9,3.6,0.1,21.9,14.6,cluster7
2493,IA,0.27,0.03,0.22,1.09,0.06,23.45,19.26,cluster7
2494,IL,0.57,0.38,0.75,7.88,0.03,22.6,19.16,cluster7
2495,NY,2.65,1.15,0.64,2.75,0.01,21.28,16.37,cluster7
2496,VA,6.33,0.68,3.99,16.21,0.21,14.98,8.47,cluster4
2497,KY,4.52,0.18,0.17,1.21,0.02,21.21,17.17,cluster7
2498,CO,0.6,1.8,0.2,7.3,0.1,23.7,21.2,cluster3
2499,GA,7.25,0.95,1.94,26.49,0.19,27.49,12.5,cluster13
2500,SC,40.2,0.7,0.3,2.5,0.1,24.6,15.2,cluster5
2501,NM,1.49,2.32,1.57,79.55,0.02,20.4,17.29,cluster6
2502,MN,0.7,1.6,0.4,5.1,0.3,23.5,16.9,cluster7
2503,NY,9.5,0.3,1.7,12.4,0.1,22.7,14.6,cluster4
2504,IN,0.31,0.31,0.43,1.26,0.03,24.42,13.94,cluster1
2505,VA,9.81,0.43,4.7,5.62,0.07,21.33,14.48,cluster4
2506,VT,0.5,0.6,0.4,1.1,0,20.8,17.2,cluster7
2507,TX,0.92,1.6,0.46,78.49,0,25.06,14.85,cluster6
2508,NE,0.51,0.6,0.27,3.23,0,22.68,22.79,cluster3
2509,LA,26.92,0.42,0.22,4.24,0.07,22.75,16.93,cluster12
2510,TN,3.69,0.33,0.42,1.99,0.03,21.06,19.03,cluster7
2511,MS,35.3,0.1,0.1,1.1,0,25.1,15.9,cluster5
2512,MS,27.88,0.17,0.12,5.37,0.03,24.9,16.58,cluster12
2513,SD,1.33,3.33,1.89,2.18,0.04,17.25,10.09,cluster4
2514,TN,34.51,0.69,0.29,2.15,0.01,23.8,12.68,cluster5
2515,MN,0.88,0.57,0.51,2.78,0.06,21.12,21.77,cluster3
2516,MN,0.41,0.29,0.35,1.29,0.03,23.91,16.75,cluster7
2517,NY,2.21,0.3,1.1,3.67,0.04,21.98,15.83,cluster7
2518,SC,41.28,0.32,0.38,1.68,0.04,23.57,15.57,cluster5
2519,UT,1.45,1.28,3.48,17.44,1.6,28.97,8.85,cluster10
2520,OR,0.12,2.08,0.17,5.71,0.06,18.3,22.92,cluster3
2521,UT,0.49,0.51,1.42,11.83,0.14,27.46,8.04,cluster10
2522,WV,0.4,0.2,0.3,0.7,0,21.6,15.8,cluster7
2523,NE,0.13,0.03,0.39,1.13,0,21.92,23.7,cluster3
2524,KS,1,1.1,0.1,2,0,17.8,23.4,cluster14
2525,TX,0.45,1.01,0.26,7.62,0.03,22.37,17.56,cluster7
2526,OH,2.33,0.26,1.64,4.75,0.04,20.8,13.02,cluster4
2527,VA,42.3,0.35,1.7,3.05,0.07,25.31,12.24,cluster5
2528,ND,0.5,1.6,0.5,1.5,0,20.2,17.7,cluster7
2529,MS,32.81,0.23,0.24,1.26,0,21.08,18.01,cluster5
2530,MO,2.58,0.26,1.54,1.36,0.02,17.86,13.53,cluster4
2531,IN,0.7,0.3,1.1,6,0.1,24.7,14.2,cluster1
2532,IA,0.4,0.3,0.3,3.3,0,23.2,19.3,cluster7
2533,OK,2.6,6.9,0.3,2.4,0,25.1,14.9,cluster1
2534,TN,2.01,0.36,0.35,1.82,0.08,22.36,18.02,cluster7
2535,NC,57.7,0.4,0.2,1.2,0.1,21,20,cluster0
2536,CA,1,2.9,1.5,24.4,0.1,18.9,14.4,cluster13
2537,MT,0.24,0.39,0.16,0.79,0,23.95,21.81,cluster3
2538,ME,0.68,1.72,0.48,1.03,0.02,19.74,19.49,cluster3
2539,MA,3.81,0.34,4.22,9.65,0.06,22.7,13.41,cluster4
2540,IA,0.3,0.3,1.3,14.1,0,24,19,cluster13
2541,KY,4.7,0.2,0.1,5.3,0.1,23.4,15.2,cluster1
2542,TX,3.53,0.77,0.38,26.34,0.03,21.54,22,cluster13
2543,MN,0.28,1.33,2.49,0.82,0.03,25.86,14.68,cluster1
2544,MA,2.8,1.9,0.8,1.6,0.1,19,16.6,cluster7
2545,KY,4.6,0.3,0.4,5.8,0,24.1,16.5,cluster1
2546,KY,3,0.2,0.1,1.1,0,24,14,cluster1
2547,LA,2.32,0.59,0.21,2.81,0,24.59,12.36,cluster1
2548,GA,3.43,1.02,2.43,12.88,0.28,23.31,16.35,cluster13
2549,PA,5.5,0.2,1.2,4.9,0,23.1,14.1,cluster1
2550,CA,1.3,2.7,1.8,53,0.5,30.7,12,cluster2
2551,OH,4.6,0.2,0.4,0.5,0,19.7,17.4,cluster7
2552,TX,9.62,1.17,0.46,24.26,0.01,26.45,17.56,cluster13
2553,GA,27.08,0.36,0.69,5.8,0.06,26.86,14.5,cluster12
2554,PA,0.34,0.12,0.33,0.62,0.02,19.93,19.67,cluster3
2555,IL,0.51,0.35,0.38,1.41,0.01,22.72,18.33,cluster7
2556,NV,0.7,5.6,0.4,19.9,0,29.7,10.7,cluster10
2557,IA,0.29,0.19,0.27,0.98,0.02,23.74,19.8,cluster7
2558,MS,69.51,0.22,0.19,0.71,0,25.97,14.82,cluster0
2559,ND,0.37,2.07,0.25,2.82,0.03,21.32,20.06,cluster3
2560,AR,22.47,0.38,0.51,1.53,0.02,24.62,15.93,cluster12
2561,AR,34.11,0.41,0.57,3.65,0.02,27.59,12.71,cluster5
2562,MI,0.95,17.26,0.31,1.45,0.05,18.32,22.67,cluster3
2563,KS,0.16,0.63,0.32,15.37,0,23.19,20.57,cluster13
2564,AK,1.2,69.4,7.9,8.6,1,33.6,4.6,cluster9
2565,KS,0.75,0.78,0.65,4.76,0.13,22.4,15.21,cluster7
2566,WA,2.8,1.7,4.8,5,0.8,22.6,13.3,cluster4
2567,MI,1.4,1.3,0.2,0.9,0,17.8,22.4,cluster3
2568,TN,9.32,0.45,0.41,2.22,0.01,22.69,14.74,cluster1
2569,TX,0.24,1.94,0.3,30.72,0.15,28.28,14.51,cluster2
2570,CA,2.9,0.8,31.7,26.3,0.4,24.4,10.9,cluster8
2571,WI,0.42,0.23,0.57,2.79,0.03,23.48,15.95,cluster1
2572,NY,0.68,0.23,0.3,1.28,0.06,23.81,15.76,cluster1
2573,GA,32.5,0.4,0.4,1.6,0,24.1,15.5,cluster5
2574,NC,11.86,0.52,2.08,6.93,0.06,24.58,13.7,cluster12
2575,CO,0.28,1.2,0.71,8.94,0.07,19.27,9.02,cluster4
2576,GA,10.4,0.2,0.2,3.7,0.1,26.5,13.6,cluster1
2577,MO,2.04,1.61,1.05,6.98,0.46,25.61,13.56,cluster1
2578,SC,31.15,0.27,0.31,1.06,0.04,22.62,16.85,cluster5
2579,KY,0.4,0.3,0.1,0.5,0,23.4,13.5,cluster1
2580,TN,9.34,0.54,0.26,2.6,0.01,23.59,14.78,cluster1
2581,MS,43.44,0.22,0.69,1.56,0.05,24.54,13.61,cluster5
2582,KY,0.45,0.5,0.18,2.93,0.01,23.59,16.81,cluster7
2583,OK,0.47,6.26,0.21,5.23,0.05,25.28,17.97,cluster1
2584,DE,12.51,1.32,1.11,8.85,0.14,20.23,21.33,cluster3
2585,MN,0.33,0.17,0.25,1.65,0.1,21.23,23,cluster3
2586,TX,3.8,1.4,0,19.2,0,25.9,8,cluster10
2587,WA,0.43,5.49,0.63,3.03,0.19,23.18,18.07,cluster7
2588,MS,80.9,0.2,0.2,1.2,0,29.9,12.1,cluster0
2589,MS,67.7,0.2,1,2,0,29.1,12.4,cluster0
2590,OK,2.86,13.01,0.59,4.31,0.07,24.84,14.92,cluster11
2591,IA,0.3,0.2,0.5,1.6,0,24.7,19.3,cluster7
2592,IL,0.41,0.28,0.32,0.84,0.01,21.48,20.19,cluster3
2593,VA,53,0.5,0.9,2.6,0.1,24.1,12.7,cluster0
2594,VA,1.9,0.1,0.2,0.8,0,21.5,16.9,cluster7
2595,KS,0.39,0.2,0.2,3.79,0,18.55,27.11,cluster14
2596,GA,22.22,1.34,0.74,17.57,0.16,27.97,13.27,cluster12
2597,TX,7.07,0.97,1.72,22.65,0.14,24.41,13.16,cluster13
2598,TX,8.8,0.78,0.63,24.03,0.1,27.98,10.92,cluster10
2599,SD,0.15,60.22,0.52,2.85,0.09,34.32,11.04,cluster9
2600,FL,2.84,0.38,1.51,4.86,0.03,15.45,32.82,cluster14
2601,WI,1.6,0.3,1.5,2.1,0,23.3,14.9,cluster1
2602,WV,0.54,0.14,0.1,0.43,0.01,22.8,15.04,cluster7
2603,GA,31.9,0.41,1.06,3.83,0.08,21.05,15.07,cluster5
2604,GA,37.7,0.3,0.4,2.3,0,26.5,13.3,cluster5
2605,GA,49.5,0.2,0.7,5.4,0.2,22,12.4,cluster0
2606,KY,7,0.38,0.17,3.12,0.02,21.05,11.3,cluster4
2607,NC,18.7,0.5,0.4,5.7,0,22.1,15.1,cluster12
2608,MO,0.92,0.65,0.39,2.08,0.03,24.31,16.49,cluster1
2609,TX,5.8,0.8,0.3,49.2,0,26.9,14.1,cluster2
2610,IA,1.24,0.31,1.55,2.44,0.11,20.69,18.53,cluster7
2611,OK,3,10.06,0.32,8.37,0.02,25.43,18.15,cluster1
2612,IL,15.08,0.42,1,9.2,0.04,25.04,13.67,cluster12
2613,OK,0.1,3.6,0.2,3.1,0,21.6,21.2,cluster3
2614,MO,0.97,0.44,0.21,1.26,0.02,22.15,18.62,cluster7
2615,NE,0.95,0.53,0.32,4.32,0.01,22.93,18.66,cluster7
2616,MO,0.5,0.8,0.6,1.7,0,23.6,21.7,cluster3
2617,MS,34.35,0.19,0.11,0.6,0.03,24.78,16.99,cluster5
2618,TX,3.7,0.9,0.39,14.88,0.11,22.01,15.65,cluster13
2619,WY,1.05,1.27,0.86,15.54,0.14,27.11,8.55,cluster10
2620,OK,0.69,4.04,0.29,8.38,0.03,25.54,16.83,cluster1
2621,IN,0.33,0.35,0.36,0.9,0.01,22.22,16.01,cluster7
2622,MI,9.45,0.72,2.46,9.86,0.08,25.93,11.3,cluster10
2623,MT,0.2,2,0.1,1.4,0,23.4,19.5,cluster7
2624,IL,9.55,0.34,0.31,3.36,0.02,19.15,15.82,cluster4
2625,MO,0.5,0.7,0.2,0.9,0,21.6,21.6,cluster3
2626,AR,32.84,0.5,0.62,3.76,0.06,23.83,15.7,cluster5
2627,GA,27.68,0.38,0.55,2.33,0.04,23.07,16.97,cluster12
2628,OK,5.8,11.9,0.3,2.5,0,22.4,14.1,cluster11
2629,WI,1.22,1.17,0.72,3.87,0.11,25.79,14.15,cluster1
2630,MN,4.38,0.76,4.02,3.75,0.04,25.48,10.18,cluster10
2631,WI,0.26,0.61,0.4,3.33,0,24.91,16.08,cluster1
2632,TX,0.37,0.94,0.54,24.12,0.11,19.36,24.98,cluster13
2633,WI,0.47,0.35,0.52,4.07,0.03,22.44,20.12,cluster3
2634,OK,2.5,17.67,0.73,4.37,0.04,23.6,14.95,cluster11
2635,SC,47.5,0.4,1.2,2.8,0.1,25.8,13.7,cluster5
2636,IL,2.2,0.3,0.8,8.4,0,27.1,11.2,cluster10
2637,IN,3.63,0.22,5.04,3.56,0.05,29.19,9.46,cluster10
2638,ID,0.6,5.6,1.1,2.8,0.1,21.6,18.4,cluster7
2639,NC,49.73,0.69,0.49,6.77,0.03,24.98,15.2,cluster0
2640,OR,0.2,2.6,0.9,8.1,0.2,20.6,20.9,cluster3
2641,IN,0.6,0.7,0.5,1.5,0,22.1,18.1,cluster7
2642,NJ,18.45,0.58,5.38,14.71,0.09,24.02,13,cluster12
2643,MS,72.32,0.23,0.33,1.44,0.03,23.95,10.84,cluster0
2644,VA,9.56,0.14,2.41,3.78,0.07,10.17,14.75,cluster4
2645,MO,0.33,0.91,0.25,1.68,0.1,24.36,17.25,cluster7
2646,CO,0.4,1,0.1,10.8,0,21.2,17.6,cluster7
2647,GA,11.7,0.2,3.1,8.1,0,28.3,9.4,cluster10
2648,GA,19.19,0.43,0.78,9.59,0.21,25.09,14.61,cluster12
2649,FL,6.7,0.48,0.96,3.48,0.08,21.35,17.09,cluster7
2650,NE,0.1,11.9,0.2,2.9,0,23.9,22.2,cluster3
2651,NE,0.73,0.79,0.59,7.4,0.06,24.7,15.77,cluster1
2652,KY,3.85,0.27,1.87,2.43,0.05,18.1,15.52,cluster4
2653,VT,0.3,0.6,0.3,0.7,0,18.5,18.1,cluster7
2654,NM,0.52,37.53,0.47,19.36,0.08,28.34,11.68,cluster11
2655,WA,0.7,1.5,0.8,8.2,0.3,23.6,17,cluster1
2656,IN,8.4,0.3,0.5,2.6,0,22.8,16,cluster7
2657,MI,2.62,3.48,1.66,3.41,0.03,17.54,9.86,cluster4
2658,MA,2.62,0.26,1.33,3.6,0.03,18.75,19.68,cluster3
2659,AZ,0.81,44.12,0.58,10.8,0.09,28.75,14.58,cluster11
2660,OK,1.66,3.23,0.71,10.45,0.06,24.4,14.1,cluster1
2661,FL,12.15,0.48,1.45,11.19,0.07,19.05,26.27,cluster14
2662,NV,2.2,2.07,5.47,22.75,0.68,23.3,12.57,cluster13
2663,AR,33.83,0.42,0.6,3.72,0.04,27.87,12.29,cluster5
2664,VT,0.32,0.56,0.35,1.08,0,18.44,19.79,cluster3
2665,ID,0.5,0.8,0.3,10.1,0.1,36.1,9,cluster10
2666,MI,2.4,0.4,0.6,7.1,0,25.9,14,cluster1
2667,KS,0.47,0.23,0.4,1.78,0.07,19.29,23.98,cluster3
2668,MO,2.13,0.32,0.12,0.59,0.01,22.3,21.61,cluster3
2669,NM,3.67,1.65,0.58,52.02,0.09,29.63,10.74,cluster2
2670,OH,3,0.8,0.4,0.8,0,22.8,15.2,cluster7
2671,MS,19.55,0.26,1.15,2.72,0.08,24.87,11.78,cluster12
2672,TX,4.45,0.9,0.3,35.24,0.03,21.85,19.87,cluster13
2673,NC,29.8,0.6,4.1,11,0.1,26,8.6,cluster12
2674,MI,2.36,3.64,1.65,3.37,0.03,17.6,10.23,cluster4
2675,MO,0.61,0.64,0.57,2.6,0.07,26.52,13.33,cluster1
2676,TX,0.54,1.34,0.54,63.11,0.08,26.33,15.05,cluster6
2677,KS,1.09,0.87,0.78,4.72,0.08,29.02,12.67,cluster10
2678,OH,8.79,0.3,0.64,2.8,0.06,23.13,16.98,cluster7
2679,VA,7.15,0.46,15.55,12.6,0.1,29.75,7.33,cluster8
2680,NC,34.65,2.63,0.23,7.08,0.02,22.31,17.18,cluster5
2681,GA,4.2,0.3,1,4,0.1,25.2,12.1,cluster1
2682,OH,18.86,0.39,1.62,6.26,0.04,23.36,13.84,cluster12
2683,CO,1.29,0.53,3.85,7.81,0.09,29.77,7.76,cluster10
2684,IA,1.02,0.13,0.61,1.96,0.08,22.19,19.79,cluster7
2685,IN,0.35,0.29,0.26,4.08,0.02,30.85,13.96,cluster10
2686,OR,0.1,1.5,0.5,7.8,0,22.9,17.5,cluster7
2687,GA,39.73,0.71,2.18,10.78,0.62,29.36,6.63,cluster5
2688,OK,2.1,19.2,0.3,3.4,0,25.6,15.3,cluster11
2689,KY,0.22,0.29,0.09,0.82,0,23.48,13.21,cluster1
2690,NC,0.74,0.6,0.22,4.53,0.24,19.44,21.85,cluster3
2691,AR,1.5,0.8,1.1,2.4,0,24.1,17,cluster1
2692,KY,0.66,0.29,0.38,0.92,0.04,23.82,14.41,cluster1
2693,FL,14.4,0.68,0.5,3.39,0.08,21.7,12.03,cluster12
2694,MI,5.26,1.02,0.75,2.97,0.02,22.5,17.91,cluster7
2695,NC,26.4,0.4,0.5,7.6,0,24.2,11.3,cluster12
2696,MS,41.9,0.2,0.8,1,0,25.6,15.1,cluster5
2697,MD,1.15,0.15,0.28,0.81,0.01,21.56,17.75,cluster7
2698,OR,0.6,1.4,1,6.5,0.2,23.9,15.9,cluster1
2699,ND,0.35,29.59,0.41,3.85,0.01,24.57,12.17,cluster11
2700,TN,2.34,0.3,0.6,1.56,0.03,20.26,19.03,cluster7
2701,MT,1.06,4.5,0.51,1.88,0.03,16.78,16.83,cluster7
2702,IN,0.21,0.15,0.22,0.97,0.01,25.13,14.94,cluster1
2703,TX,2.01,0.95,0.52,30.82,0.01,24.63,19.76,cluster13
2704,WI,1.78,0.26,0.42,1.03,0.04,21.98,18.73,cluster7
2705,MN,1.2,0.6,1.2,1.9,0,26.9,11,cluster1
2706,ND,0.2,0.6,0.3,1.2,0,23.3,19.5,cluster7
2707,GA,1.1,0.5,0.3,1.4,0,20.5,21.4,cluster3
2708,SC,58.56,0.24,0.31,1.8,0.01,22.03,15.6,cluster0
2709,KS,0.7,0.5,0.1,1.3,0.1,25.9,20.5,cluster7
2710,NV,0.43,2.09,1.73,11.12,0.2,18.95,22.43,cluster3
2711,KY,3.16,0.31,0.19,2.91,0.02,23.52,15.92,cluster1
2712,VA,42.03,0.36,1.73,3.17,0.07,25.65,11.83,cluster5
2713,OH,0.23,0.33,0.26,5.55,0.01,25.7,14.84,cluster1
2714,MT,0,2,0.1,1.1,0,19.5,21.4,cluster3
2715,FL,16.9,0.6,3.3,23.4,0.1,24.5,11.8,cluster12
2716,OK,1.1,16.9,0.5,4.5,0.4,24.2,16.6,cluster11
2717,GA,1.83,0.52,0.5,2.52,0.04,21.7,19.32,cluster7
2718,OH,2,0.3,1.3,4.1,0,21.4,12.1,cluster4
2719,MO,5.93,0.32,0.47,1.75,0.02,22.87,14.29,cluster1
2720,NE,1.65,3.77,1.24,3.69,0.5,18.57,16.43,cluster7
2721,ME,0.4,0.38,0.64,1.08,0.03,20.94,17.26,cluster7
2722,TX,9.6,0.9,0.6,33,0,25.6,21.4,cluster13
2723,MI,6.52,4.16,0.37,1.28,0.01,16.62,20.88,cluster3
2724,MT,0.3,1.8,0.2,1.9,0,20.9,18.4,cluster7
2725,CO,0.7,0.3,1.5,9.3,0,16.1,10.3,cluster4
2726,TN,0.3,0.2,0.1,1.2,0,19,22.7,cluster3
2727,KS,1.32,0.31,0.41,6.66,0,23.14,20.7,cluster3
2728,NE,0.15,0,0.1,0.75,0.05,19.78,27.5,cluster14
2729,LA,31.9,0.4,2.3,2.4,0,27.7,12.2,cluster5
2730,MN,2.66,0.96,5.87,4.57,0.1,29.71,8.04,cluster10
2731,MN,10.73,0.99,12,7.23,0.07,23.23,12.19,cluster8
2732,OH,7.1,0.2,0.8,1,0,22.5,12.5,cluster1
2733,KY,1.9,0.3,0.4,2.8,0,27.2,11.8,cluster1
2734,SC,49.42,0.3,0.66,2.69,0.02,21.8,17.62,cluster5
2735,KS,0.5,0.7,0.3,15.3,0,28.1,17,cluster13
2736,IL,4.09,0.42,0.92,2.04,0.02,22.01,16.53,cluster7
2737,AZ,0.3,1.25,0.69,82.69,0.08,30.03,13.82,cluster6
2738,IA,0.58,0.36,1.59,16.09,0.09,25.28,15.13,cluster13
2739,TX,6.3,1.07,1.39,38.74,0.07,27.32,10.55,cluster2
2740,PA,2.31,0.24,1.85,5.22,0.05,20.14,18.25,cluster7
2741,CO,6.4,1.3,0.9,11.2,0.1,19.2,17.7,cluster7
2742,GA,6.8,0.4,1.9,27.2,0.2,28.6,10.2,cluster10
2743,MI,0.65,3.68,0.59,1.4,0.03,22.04,17.25,cluster7
2744,MT,0.35,1.81,0.36,2.33,0.08,22.76,17.11,cluster7
2745,KS,0.96,0.72,0.63,2.11,0.03,21.18,22.54,cluster3
2746,CO,0.1,1.6,0.2,9.4,0.1,21.4,23.9,cluster3
2747,SD,0.22,0.14,0.06,2.12,0,23.59,22.02,cluster3
2748,NE,0.1,1.1,0,1,0,21.6,20.2,cluster3
2749,IL,5.68,0.43,0.28,2.03,0.01,22.89,18.81,cluster7
2750,TX,2,1.7,0.7,57.3,0.1,30.8,13.3,cluster2
2751,VA,10.76,0.44,0.82,6.66,0.02,23.49,17.13,cluster7
2752,KS,0.68,1.27,0.2,5.29,0.28,23.41,21.66,cluster3
2753,FL,19.64,0.55,5.23,27.47,0.18,23.36,9.93,cluster12
2754,AR,1.44,2.32,1.47,6.29,0.05,25.8,13.67,cluster1
2755,MI,0.6,1.7,0.3,1.3,0.1,22,18.1,cluster7
2756,SC,46.06,2.75,0.3,2.59,0.03,26.1,14.01,cluster5
2757,MN,0.1,0.3,0.3,2.5,0,21.6,22.1,cluster3
2758,MN,0.9,0.57,0.51,2.75,0.07,21.35,21.35,cluster3
2759,TX,1.79,0.84,0.94,25.57,0.08,23.24,16.11,cluster13
2760,KS,1.26,9.14,0.32,3.27,0.01,24.76,18.66,cluster7
2761,MT,0.34,1.29,0.28,2.86,0.04,20.47,19.7,cluster3
2762,NC,48.58,0.75,1.12,3.03,0.06,21,15.11,cluster5
2763,AR,0.37,0.83,0.32,1.92,0.05,17.56,24.3,cluster14
2764,IL,0.33,0.24,0.28,1.13,0.06,21.49,20.82,cluster3
2765,WY,0.94,1.6,0.87,16.73,0.1,23.37,13.03,cluster13
2766,TX,7.9,1,0.2,5.4,0,21.6,18.6,cluster7
2767,GA,24.5,0.1,0.6,1.9,0,26.2,14.5,cluster12
2768,SC,72.33,0.19,0.51,2.55,0.03,21.62,13.64,cluster0
2769,MO,0.9,0.8,0.5,1.8,0,24.5,15.9,cluster1
2770,MA,5.78,0.2,8.93,3.49,0.05,22.26,14.7,cluster4
2771,TX,4.54,1.02,0.63,37.25,0.04,24.93,13.87,cluster2
2772,GA,49.3,0.3,0.1,4.3,0,22.5,8.7,cluster0
2773,NC,35.6,2.4,0.2,6.6,0.1,24.2,14.9,cluster5
2774,IA,2.8,0.3,0.9,2,0,23.7,16.6,cluster7
2775,WY,1.18,0.92,2.84,8.91,0.08,16.33,9.11,cluster4
2776,MA,3.21,1.23,0.91,2.52,0.06,18.96,16.72,cluster7
2777,IL,0.1,0.3,0.2,0.7,0,21,19.5,cluster3
2778,NY,6.4,0.3,1.7,7.7,0,20.2,14.4,cluster4
2779,AL,69.04,0.21,0.38,0.79,0.03,26.28,14.54,cluster0
2780,GA,24.86,0.52,4.74,12.47,0.08,25.02,9.67,cluster12
2781,IA,0.18,0.19,0.22,1,0.03,23.4,20.4,cluster3
2782,NY,36.7,0.5,9.5,19.6,0.1,24.7,11.7,cluster5
2783,KY,2.15,0.21,0.27,1.84,0.09,23.7,15.32,cluster1
2784,MN,3.58,1.01,5.88,23.26,0.15,26.02,15.83,cluster13
2785,NY,1.8,0.4,0.8,3,0,19.6,19.5,cluster3
2786,KY,1.5,0.2,0.1,3,0,23,14.9,cluster1
2787,TX,6.96,0.61,0.43,29.8,0.04,25.43,16.7,cluster13
2788,MI,0.6,3.2,0.5,1.3,0,21.6,17.4,cluster7
2789,NE,0,0.58,0,3.65,0,20.76,23.1,cluster3
2790,WY,0.98,1.26,0.74,7.15,0.07,23.75,12.49,cluster1
2791,MO,1.57,0.76,0.39,1.63,0.01,24.27,16.25,cluster1
2792,ND,0.27,1.62,0.38,9.22,0.05,21.64,20.88,cluster3
2793,SC,20.8,0.2,0.5,3.2,0,24.4,13.2,cluster12
2794,PA,3.21,0.37,2,8.92,0.08,24.57,15.24,cluster1
2795,KS,1,0.5,0.2,1.8,0,23.9,18.9,cluster7
2796,AL,31.2,0.2,1.2,2,0,22.6,11,cluster5
2797,TX,3.2,2,0,54.5,0.1,30.7,14.5,cluster2
2798,CO,0.22,0.81,0.42,21.45,0.18,26.33,16.95,cluster13
2799,SC,45.73,0.42,2.36,4.9,0.13,22.5,10.46,cluster5
2800,AK,0.92,3.67,1.08,2.64,0.05,21.94,8.36,cluster4
2801,TX,1.39,0.69,0.54,8.54,0.09,23.38,18.28,cluster7
2802,ND,0.3,0.3,0.2,0.7,0,19.8,21.6,cluster3
2803,TN,1,0.3,0.3,1.7,0,19.5,17.8,cluster7
2804,AR,0.62,0.85,0.35,2.79,0.01,19.93,23.08,cluster3
2805,VA,8.5,0.2,2.8,1.8,0,12,10.6,cluster4
2806,KY,0.73,0.33,0.56,1.43,0.04,24.05,12.53,cluster1
2807,VA,4.11,0.3,5.67,2.85,0.06,15.28,10.1,cluster4
2808,AK,7.12,25.22,37.77,12.8,0.63,11.54,5.83,cluster8
2809,MO,0.4,0.8,0.1,1.2,0,20.4,22.3,cluster3
2810,ID,0.1,0.7,0.1,7.7,0,34.5,12.2,cluster10
2811,ID,0.5,5.1,0.55,3.45,0.13,21.69,22.97,cluster3
2812,OH,0.86,0.4,0.35,2.01,0.24,23.43,16.62,cluster7
2813,WV,2.01,0.25,0.26,1.15,0.01,18.66,22.55,cluster3
2814,AR,4.17,0.67,0.63,3.95,0.07,23.86,14.3,cluster1
2815,KY,0.79,0.65,0.28,1.94,0,22.11,19.39,cluster7
2816,MN,2.62,0.39,0.49,11.12,0.08,23.56,16.79,cluster1
2817,MN,0.72,0.51,0.85,1.69,0.07,25.5,12.92,cluster1
2818,PA,17.5,0.2,2.7,6.3,0.1,22.9,13.9,cluster12
2819,SD,0.38,3.2,0.4,2.41,0.02,19.16,23.2,cluster3
2820,MI,1.58,0.57,0.56,4.75,0.01,21.77,16.57,cluster7
2821,GA,60.9,0.1,0.3,1.1,0.1,25.3,16.8,cluster0
2822,GA,39.6,0.69,2.21,10.44,0.59,30.19,6.37,cluster5
2823,VA,38.3,0.2,0.2,6.9,0,22.1,20.6,cluster5
2824,NM,3.38,6.99,1.36,34.91,0.35,24.73,15.05,cluster2
2825,CA,2.75,1.12,5.78,15.63,0.25,20.53,18.21,cluster13
2826,AR,0.26,0.78,0.39,1.51,0.04,20.63,23.15,cluster3
2827,AK,0.29,29.49,0.69,3.73,0.07,17.88,13.47,cluster11
2828,CO,4.04,1.88,0.62,12.58,0.06,17.06,17.93,cluster3
2829,ND,0.24,21.09,0.38,2.72,0.06,26.77,12.98,cluster11
2830,MS,31.09,0.25,0.31,2.07,0.02,24.88,15.28,cluster5
2831,MT,0.27,1.24,0.6,2.35,0.07,22.67,15.74,cluster7
2832,VA,5.03,0.19,0.55,1.32,0.02,18.69,19.38,cluster3
2833,SD,0.3,0.9,0.3,0.9,0,22.9,19.6,cluster7
2834,KY,0.9,0.1,0.2,1.7,0,22.1,17.1,cluster7
2835,CA,6.84,2.86,4.24,51.44,0.29,27.56,8.04,cluster2
2836,TX,0.44,0.65,0.36,92.12,0,28.68,14.81,cluster6
2837,MO,0.43,0.59,0.11,1.02,0.01,22.94,18.04,cluster7
2838,GA,1.03,0.48,0.86,1.89,0.07,20.78,15.82,cluster7
2839,TX,2.9,0.8,0.6,72.6,0,27,15,cluster6
2840,SD,0.15,0.61,0.34,2.4,0.04,22.63,18.94,cluster7
2841,GA,48.6,0.18,0.65,6.23,0.07,20.72,14.79,cluster5
2842,PA,5.8,0.3,3,16.9,0.1,23.4,15.3,cluster13
